1	;7.17604	;20.3529	;31.9023	;37.044	;41.8209	;8.62968
137	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
138	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
139	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
140	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
141	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
142	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
143	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
144	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
145	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
146	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
147	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
148	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
149	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057
150	;6.7009	;8.81773	;4.82275	;3.0319	;2.43714	;1.61057

1	;58.6704	;39.6068	;15.703	;5.52762	;5.29595	;7.78775
2	;58.6704	;39.6068	;15.703	;5.52762	;5.29595	;7.78775
3	;21.6094	;30.294	;30.9207	;2.3576	;35.5156	;7.53151
4	;5.16023	;11.1902	;26.4696	;7.21351	;48.773	;6.16553
5	;14.4073	;16.5266	;23.8522	;7.46421	;34.8858	;6.06129
6	;5.03108	;16.585	;39.2156	;2.93136	;7.63188	;4.45504
7	;14.2154	;21.2522	;23.3818	;2.58563	;5.45215	;4.17375
8	;13.3292	;17.9987	;7.87965	;16.0959	;9.58964	;4.04933
9	;11.6541	;17.2301	;3.90393	;9.76866	;10.3975	;3.30434
10	;12.2419	;12.0406	;6.89311	;9.62107	;1.23799	;2.62296
11	;11.7106	;9.80723	;4.94391	;6.1637	;1.64557	;2.13851
12	;10.503	;8.23201	;4.29501	;7.1406	;2.09115	;2.01314
13	;10.503	;8.23201	;4.29501	;7.1406	;2.09115	;2.01314
14	;10.503	;8.23201	;4.29501	;7.1406	;2.09115	;2.01314
15	;9.91006	;8.26574	;4.4823	;6.49262	;2.27701	;1.96109
16	;9.86949	;8.45411	;4.43765	;6.00363	;2.13883	;1.92839
17	;9.35948	;9.88011	;3.83752	;4.90051	;2.02822	;1.87237
18	;9.37359	;9.71173	;3.47763	;4.34867	;2.5608	;1.83908
19	;8.55133	;9.39884	;3.85746	;3.71713	;3.02409	;1.78145
20	;8.40038	;9.18788	;3.76892	;3.59879	;2.82216	;1.73336
21	;8.02871	;9.37805	;4.40984	;3.68564	;1.76222	;1.7013
22	;6.32218	;9.77392	;4.44355	;3.75669	;2.27663	;1.65815
23	;6.32218	;9.77392	;4.44355	;3.75669	;2.27663	;1.65815
24	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
25	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
26	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
27	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
28	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
29	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
30	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
31	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
32	;5.62132	;10.246	;4.89406	;3.17773	;2.42668	;1.64522
33	;5.72738	;9.79673	;5.04012	;3.30262	;2.47201	;1.64354
34	;5.72738	;9.79673	;5.04012	;3.30262	;2.47201	;1.64354
35	;5.72738	;9.79673	;5.04012	;3.30262	;2.47201	;1.64354
36	;6.07268	;9.63751	;4.52908	;3.44667	;2.56847	;1.63828
37	;6.07268	;9.63751	;4.52908	;3.44667	;2.56847	;1.63828
38	;6.07268	;9.63751	;4.52908	;3.44667	;2.56847	;1.63828
39	;6.06562	;9.6099	;4.53267	;3.42765	;2.61425	;1.63801
40	;6.04332	;9.67872	;4.61226	;3.32757	;2.5316	;1.63447
41	;6.09161	;9.64097	;4.53991	;3.26667	;2.5149	;1.62577
42	;6.09161	;9.64097	;4.53991	;3.26667	;2.5149	;1.62577
43	;6.09161	;9.64097	;4.53991	;3.26667	;2.5149	;1.62577
44	;6.09161	;9.64097	;4.53991	;3.26667	;2.5149	;1.62577
45	;6.09161	;9.64097	;4.53991	;3.26667	;2.5149	;1.62577
46	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
47	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
48	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
49	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
50	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
51	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
52	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
53	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
54	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
55	;6.12223	;9.65112	;4.53666	;3.2304	;2.48888	;1.62423
56	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
57	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
58	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
59	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
60	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
61	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
62	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
63	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
64	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
65	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
66	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
67	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
68	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
69	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
70	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
71	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
72	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
73	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
74	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
75	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
76	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
77	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
78	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
79	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
80	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
81	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
82	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
83	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
84	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
85	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
86	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
87	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
88	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
89	;6.13383	;9.58494	;4.54241	;3.23318	;2.47773	;1.62066
90	;6.15671	;9.57162	;4.59149	;3.17186	;2.47356	;1.62023
91	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
92	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
93	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
94	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
95	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
96	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
97	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
98	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
99	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
100	;6.19149	;9.55728	;4.58475	;3.17305	;2.44474	;1.61936
101	;6.2025	;9.56148	;4.60765	;3.13746	;2.42792	;1.61847
102	;6.2025	;9.56148	;4.60765	;3.13746	;2.42792	;1.61847
103	;6.20251	;9.57517	;4.56722	;3.14791	;2.44355	;1.61843
104	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
105	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
106	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
107	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
108	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
109	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
110	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
111	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
112	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
113	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
114	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
115	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
116	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
117	;6.2945	;9.68056	;4.71184	;3.01192	;2.2163	;1.6171
118	;6.29534	;9.6611	;4.69588	;3.04512	;2.21283	;1.6168
119	;6.29534	;9.6611	;4.69588	;3.04512	;2.21283	;1.6168
120	;6.29534	;9.6611	;4.69588	;3.04512	;2.21283	;1.6168
121	;6.29534	;9.6611	;4.69588	;3.04512	;2.21283	;1.6168
122	;6.28547	;9.61919	;4.72733	;3.03925	;2.2136	;1.61521
123	;6.28547	;9.61919	;4.72733	;3.03925	;2.2136	;1.61521
124	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
125	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
126	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
127	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
128	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
129	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
130	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
131	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
132	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
133	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
134	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
135	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
136	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
137	;6.26526	;9.44979	;4.70923	;3.08626	;2.35612	;1.61408
138	;6.28474	;9.44252	;4.70978	;3.07916	;2.34744	;1.61389
139	;6.30541	;9.44508	;4.72542	;3.04955	;2.32724	;1.61321
140	;6.30541	;9.44508	;4.72542	;3.04955	;2.32724	;1.61321
141	;6.33401	;9.31983	;4.86047	;3.06031	;2.26166	;1.61218
142	;6.33401	;9.31983	;4.86047	;3.06031	;2.26166	;1.61218
143	;6.33401	;9.31983	;4.86047	;3.06031	;2.26166	;1.61218
144	;6.33401	;9.31983	;4.86047	;3.06031	;2.26166	;1.61218
145	;6.33401	;9.31983	;4.86047	;3.06031	;2.26166	;1.61218
146	;6.31071	;9.33853	;4.86514	;3.03391	;2.28504	;1.612
147	;6.31071	;9.33853	;4.86514	;3.03391	;2.28504	;1.612
148	;6.31071	;9.33853	;4.86514	;3.03391	;2.28504	;1.612
149	;6.31071	;9.33853	;4.86514	;3.03391	;2.28504	;1.612
150	;6.31071	;9.33853	;4.86514	;3.03391	;2.28504	;1.612

1	;30.9509	;24.3652	;9.47204	;3.34828	;5.21391	;4.57706
2	;22.0017	;16.381	;12.3666	;6.8826	;8.84812	;4.14836
3	;22.0017	;16.381	;12.3666	;6.8826	;8.84812	;4.14836
4	;16.2447	;13.0875	;6.9139	;8.83824	;7.11577	;3.25728
5	;7.73324	;17.0711	;7.56711	;4.3822	;8.93122	;2.85074
6	;7.77097	;15.1376	;5.33967	;3.13983	;6.57477	;2.36888
7	;5.63939	;14.616	;4.93902	;3.98943	;7.55482	;2.29249
8	;5.63939	;14.616	;4.93902	;3.98943	;7.55482	;2.29249
9	;6.87151	;12.5748	;4.10972	;5.40346	;6.65585	;2.2224
10	;4.8063	;12.675	;7.67319	;5.65794	;3.6824	;2.15247
11	;5.59794	;12.9918	;7.41236	;4.15366	;3.8108	;2.11951
12	;5.58921	;12.991	;4.41878	;2.76033	;3.14553	;1.80366
13	;5.58921	;12.991	;4.41878	;2.76033	;3.14553	;1.80366
14	;5.58921	;12.991	;4.41878	;2.76033	;3.14553	;1.80366
15	;5.58921	;12.991	;4.41878	;2.76033	;3.14553	;1.80366
16	;5.58921	;12.991	;4.41878	;2.76033	;3.14553	;1.80366
17	;5.58921	;12.991	;4.41878	;2.76033	;3.14553	;1.80366
18	;5.64312	;12.5524	;4.31676	;2.83928	;3.14988	;1.77849
19	;5.64312	;12.5524	;4.31676	;2.83928	;3.14988	;1.77849
20	;5.64312	;12.5524	;4.31676	;2.83928	;3.14988	;1.77849
21	;5.64312	;12.5524	;4.31676	;2.83928	;3.14988	;1.77849
22	;5.71511	;12.601	;4.35161	;2.94678	;2.55747	;1.75793
23	;5.62136	;12.4814	;4.57254	;3.28811	;2.19759	;1.75724
24	;5.97161	;12.0858	;4.47919	;2.79388	;2.30692	;1.72457
25	;5.68017	;11.7359	;4.41698	;3.15152	;2.14589	;1.69294
26	;5.65928	;11.556	;4.32905	;3.20508	;2.3343	;1.69002
27	;5.65928	;11.556	;4.32905	;3.20508	;2.3343	;1.69002
28	;5.65928	;11.556	;4.32905	;3.20508	;2.3343	;1.69002
29	;5.6193	;11.2564	;4.57494	;3.17017	;2.39336	;1.68569
30	;5.6193	;11.2564	;4.57494	;3.17017	;2.39336	;1.68569
31	;5.6193	;11.2564	;4.57494	;3.17017	;2.39336	;1.68569
32	;5.6193	;11.2564	;4.57494	;3.17017	;2.39336	;1.68569
33	;5.74606	;11.279	;4.53194	;2.88366	;2.56172	;1.68495
34	;5.74606	;11.279	;4.53194	;2.88366	;2.56172	;1.68495
35	;5.76007	;10.923	;4.2689	;3.31421	;2.46402	;1.66797
36	;5.76007	;10.923	;4.2689	;3.31421	;2.46402	;1.66797
37	;5.76007	;10.923	;4.2689	;3.31421	;2.46402	;1.66797
38	;5.76007	;10.923	;4.2689	;3.31421	;2.46402	;1.66797
39	;5.76007	;10.923	;4.2689	;3.31421	;2.46402	;1.66797
40	;6.12776	;10.5783	;4.55159	;2.99964	;2.26704	;1.65512
41	;6.12776	;10.5783	;4.55159	;2.99964	;2.26704	;1.65512
42	;6.12776	;10.5783	;4.55159	;2.99964	;2.26704	;1.65512
43	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
44	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
45	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
46	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
47	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
48	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
49	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
50	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
51	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
52	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
53	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
54	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
55	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
56	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
57	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
58	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
59	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
60	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
61	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
62	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
63	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
64	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
65	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
66	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
67	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
68	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
69	;6.05789	;10.5631	;4.46809	;3.08095	;2.13789	;1.64161
70	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
71	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
72	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
73	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
74	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
75	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
76	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
77	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
78	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
79	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
80	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
81	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
82	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
83	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
84	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
85	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
86	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
87	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
88	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
89	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
90	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
91	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
92	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
93	;5.88817	;10.4761	;4.49528	;3.02717	;2.41905	;1.64148
94	;6.08792	;10.4329	;4.538	;2.97682	;2.22196	;1.63847
95	;6.08792	;10.4329	;4.538	;2.97682	;2.22196	;1.63847
96	;6.08792	;10.4329	;4.538	;2.97682	;2.22196	;1.63847
97	;6.08792	;10.4329	;4.538	;2.97682	;2.22196	;1.63847
98	;6.08792	;10.4329	;4.538	;2.97682	;2.22196	;1.63847
99	;6.08792	;10.4329	;4.538	;2.97682	;2.22196	;1.63847
100	;6.17307	;10.029	;4.54013	;3.05936	;2.33163	;1.63071
101	;6.17307	;10.029	;4.54013	;3.05936	;2.33163	;1.63071
102	;6.17307	;10.029	;4.54013	;3.05936	;2.33163	;1.63071
103	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
104	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
105	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
106	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
107	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
108	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
109	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
110	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
111	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
112	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
113	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
114	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
115	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
116	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
117	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
118	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
119	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
120	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
121	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
122	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
123	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
124	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
125	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
126	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
127	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
128	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
129	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
130	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
131	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
132	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
133	;6.16652	;10.0844	;4.557	;3.04807	;2.22606	;1.62752
134	;6.32459	;9.67463	;4.57691	;3.07156	;2.27486	;1.61757
135	;6.32459	;9.67463	;4.57691	;3.07156	;2.27486	;1.61757
136	;6.32459	;9.67463	;4.57691	;3.07156	;2.27486	;1.61757
137	;6.32459	;9.67463	;4.57691	;3.07156	;2.27486	;1.61757
138	;6.32459	;9.67463	;4.57691	;3.07156	;2.27486	;1.61757
139	;6.32459	;9.67463	;4.57691	;3.07156	;2.27486	;1.61757
140	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
141	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
142	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
143	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
144	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
145	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
146	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
147	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
148	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
149	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619
150	;6.20951	;9.4385	;4.76053	;3.12988	;2.36203	;1.61619

1	;23.6289	;44.6089	;3.99927	;5.3218	;2.02414	;4.96598
2	;23.6289	;44.6089	;3.99927	;5.3218	;2.02414	;4.96598
3	;8.81629	;25.8035	;9.97735	;9.53869	;13.715	;4.23389
4	;5.03113	;14.8091	;10.662	;10.3797	;12.5756	;3.33575
5	;6.58331	;8.36341	;11.3891	;5.0163	;15.0882	;2.89787
6	;6.71872	;8.84293	;10.8069	;4.66556	;15.0152	;2.87348
7	;7.64429	;9.87879	;5.99455	;3.39689	;9.58411	;2.27751
8	;7.85406	;9.93157	;7.22084	;2.93695	;3.28891	;1.9489
9	;7.85406	;9.93157	;7.22084	;2.93695	;3.28891	;1.9489
10	;7.81485	;9.42228	;7.25652	;3.1219	;3.25413	;1.92627
11	;7.42128	;9.45565	;7.66244	;2.74253	;3.49935	;1.92075
12	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
13	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
14	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
15	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
16	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
17	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
18	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
19	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
20	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
21	;7.40312	;7.76009	;6.53075	;3.05634	;3.0536	;1.73496
22	;7.33084	;8.2626	;6.18723	;2.74079	;2.69669	;1.69841
23	;7.33084	;8.2626	;6.18723	;2.74079	;2.69669	;1.69841
24	;7.33084	;8.2626	;6.18723	;2.74079	;2.69669	;1.69841
25	;7.33084	;8.2626	;6.18723	;2.74079	;2.69669	;1.69841
26	;6.82532	;9.16087	;5.60688	;2.41999	;3.09201	;1.69136
27	;6.82532	;9.16087	;5.60688	;2.41999	;3.09201	;1.69136
28	;6.82532	;9.16087	;5.60688	;2.41999	;3.09201	;1.69136
29	;6.82532	;9.16087	;5.60688	;2.41999	;3.09201	;1.69136
30	;6.82532	;9.16087	;5.60688	;2.41999	;3.09201	;1.69136
31	;6.80247	;8.20859	;5.87478	;3.32676	;2.85331	;1.68891
32	;6.80247	;8.20859	;5.87478	;3.32676	;2.85331	;1.68891
33	;6.80247	;8.20859	;5.87478	;3.32676	;2.85331	;1.68891
34	;6.80247	;8.20859	;5.87478	;3.32676	;2.85331	;1.68891
35	;6.80247	;8.20859	;5.87478	;3.32676	;2.85331	;1.68891
36	;6.80247	;8.20859	;5.87478	;3.32676	;2.85331	;1.68891
37	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
38	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
39	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
40	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
41	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
42	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
43	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
44	;5.92481	;8.32293	;6.42791	;3.62253	;2.75065	;1.68785
45	;6.16992	;8.35476	;6.47315	;3.07632	;2.74562	;1.67355
46	;6.16992	;8.35476	;6.47315	;3.07632	;2.74562	;1.67355
47	;6.06188	;8.56257	;5.64326	;3.29751	;2.77436	;1.64359
48	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
49	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
50	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
51	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
52	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
53	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
54	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
55	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
