1	;35.087	;2.60978	;86.9986	;40.2882	;274144
132	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
133	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
134	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
135	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
136	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
137	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
138	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
139	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
140	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
141	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
142	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
143	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
144	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
145	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
146	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
147	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
148	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
149	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
150	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19

1	;5.35794	;5.69828	;75.8614	;62.5804	;120144
2	;9.18622	;6.09844	;63.6225	;35.3149	;92232.3
3	;10.6117	;4.04218	;70.2334	;13.9116	;51376.3
4	;10.8069	;1.32286	;74.8543	;17.6373	;29193.9
5	;4.07308	;0.843076	;72.8025	;14.1109	;11489.9
6	;4.07308	;0.843076	;72.8025	;14.1109	;11489.9
7	;4.07308	;0.843076	;72.8025	;14.1109	;11489.9
8	;3.50729	;0.7417	;70.2263	;21.9699	;10967.5
9	;3.50729	;0.7417	;70.2263	;21.9699	;10967.5
10	;3.50729	;0.7417	;70.2263	;21.9699	;10967.5
11	;3.50729	;0.7417	;70.2263	;21.9699	;10967.5
12	;3.50729	;0.7417	;70.2263	;21.9699	;10967.5
13	;3.50729	;0.7417	;70.2263	;21.9699	;10967.5
14	;1.41896	;1.15103	;63.8018	;26.2393	;10666.7
15	;1.41896	;1.15103	;63.8018	;26.2393	;10666.7
16	;1.38757	;0.957835	;69.1387	;26.5527	;10371.9
17	;1.38757	;0.957835	;69.1387	;26.5527	;10371.9
18	;1.38757	;0.957835	;69.1387	;26.5527	;10371.9
19	;1.42824	;0.939785	;68.9724	;26.7091	;10227.5
20	;1.42824	;0.939785	;68.9724	;26.7091	;10227.5
21	;1.42824	;0.939785	;68.9724	;26.7091	;10227.5
22	;1.37683	;0.706595	;69.0065	;26.6712	;7984.3
23	;1.37683	;0.706595	;69.0065	;26.6712	;7984.3
24	;1.37683	;0.706595	;69.0065	;26.6712	;7984.3
25	;1.37683	;0.706595	;69.0065	;26.6712	;7984.3
26	;1.37974	;0.671963	;69.4068	;26.4974	;7732.21
27	;1.37974	;0.671963	;69.4068	;26.4974	;7732.21
28	;1.37974	;0.671963	;69.4068	;26.4974	;7732.21
29	;1.37974	;0.671963	;69.4068	;26.4974	;7732.21
30	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
31	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
32	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
33	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
34	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
35	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
36	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
37	;1.35007	;0.672431	;69.3658	;26.6092	;7696.24
38	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
39	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
40	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
41	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
42	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
43	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
44	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
45	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
46	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
47	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
48	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
49	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
50	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
51	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
52	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
53	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
54	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
55	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
56	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
57	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
58	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
59	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
60	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
61	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
62	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
63	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
64	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
65	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
66	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
67	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
68	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
69	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
70	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
71	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
72	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
73	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
74	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
75	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
76	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
77	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
78	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
79	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
80	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
81	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
82	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
83	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
84	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
85	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
86	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
87	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
88	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
89	;1.3668	;0.661541	;69.481	;26.4964	;7631.56
90	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
91	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
92	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
93	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
94	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
95	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
96	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
97	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
98	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
99	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
100	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
101	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
102	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
103	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
104	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
105	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
106	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
107	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
108	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
109	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
110	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
111	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
112	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
113	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
114	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
115	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
116	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
117	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
118	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
119	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
120	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
121	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
122	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
123	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
124	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
125	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
126	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
127	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
128	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
129	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
130	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
131	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
132	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
133	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
134	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
135	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
136	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
137	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
138	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
139	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
140	;1.36423	;0.657533	;69.2428	;26.6026	;7554.64
141	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
142	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
143	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
144	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
145	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
146	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
147	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
148	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
149	;1.38554	;0.657058	;68.6573	;26.8537	;7490.4
150	;1.32033	;0.652623	;68.3973	;26.8841	;7315.35

1	;10.2474	;1.11479	;64.8252	;73.4737	;64947
2	;10.2474	;1.11479	;64.8252	;73.4737	;64947
3	;10.2474	;1.11479	;64.8252	;73.4737	;64947
4	;10.2474	;1.11479	;64.8252	;73.4737	;64947
5	;6.60781	;1.23443	;70.082	;78.853	;46792.7
6	;4.92416	;1.4494	;75.4662	;77.1656	;41665.1
7	;4.92416	;1.4494	;75.4662	;77.1656	;41665.1
8	;4.92416	;1.4494	;75.4662	;77.1656	;41665.1
9	;4.29665	;0.952465	;74.3986	;73.3155	;29565.9
10	;4.29665	;0.952465	;74.3986	;73.3155	;29565.9
11	;4.29665	;0.952465	;74.3986	;73.3155	;29565.9
12	;3.73617	;1.02483	;78.7468	;68.2516	;28236.6
13	;1.9931	;0.89659	;80.8512	;69.4857	;19372.6
14	;1.9931	;0.89659	;80.8512	;69.4857	;19372.6
15	;1.9931	;0.89659	;80.8512	;69.4857	;19372.6
16	;1.9931	;0.89659	;80.8512	;69.4857	;19372.6
17	;1.78656	;0.901419	;80.0371	;69.3387	;18257
18	;1.78656	;0.901419	;80.0371	;69.3387	;18257
19	;1.78656	;0.901419	;80.0371	;69.3387	;18257
20	;1.78656	;0.901419	;80.0371	;69.3387	;18257
21	;1.78656	;0.901419	;80.0371	;69.3387	;18257
22	;1.78656	;0.901419	;80.0371	;69.3387	;18257
23	;1.78656	;0.901419	;80.0371	;69.3387	;18257
24	;1.78656	;0.901419	;80.0371	;69.3387	;18257
25	;1.78656	;0.901419	;80.0371	;69.3387	;18257
26	;1.78656	;0.901419	;80.0371	;69.3387	;18257
27	;1.78656	;0.901419	;80.0371	;69.3387	;18257
28	;1.68638	;0.823033	;79.6147	;69.3795	;16630.7
29	;1.68638	;0.823033	;79.6147	;69.3795	;16630.7
30	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
31	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
32	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
33	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
34	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
35	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
36	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
37	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
38	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
39	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
40	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
41	;1.60106	;0.825004	;80.0762	;70.1875	;16524.4
42	;1.87029	;0.786439	;78.2782	;68.1146	;16365.3
43	;1.87029	;0.786439	;78.2782	;68.1146	;16365.3
44	;1.87029	;0.786439	;78.2782	;68.1146	;16365.3
45	;1.87029	;0.786439	;78.2782	;68.1146	;16365.3
46	;1.85477	;0.759051	;77.878	;67.337	;15742.7
47	;1.85477	;0.759051	;77.878	;67.337	;15742.7
48	;1.85477	;0.759051	;77.878	;67.337	;15742.7
49	;1.66787	;0.802424	;78.2466	;67.6543	;15691
50	;1.66787	;0.802424	;78.2466	;67.6543	;15691
51	;1.66787	;0.802424	;78.2466	;67.6543	;15691
52	;1.66787	;0.802424	;78.2466	;67.6543	;15691
53	;1.66787	;0.802424	;78.2466	;67.6543	;15691
54	;1.6838	;0.792061	;78.3554	;67.8959	;15676.7
55	;1.6838	;0.792061	;78.3554	;67.8959	;15676.7
56	;1.6838	;0.792061	;78.3554	;67.8959	;15676.7
57	;1.6838	;0.792061	;78.3554	;67.8959	;15676.7
58	;1.70224	;0.785722	;78.424	;67.5263	;15649.8
59	;1.70224	;0.785722	;78.424	;67.5263	;15649.8
60	;1.70224	;0.785722	;78.424	;67.5263	;15649.8
61	;1.72337	;0.770274	;78.7632	;67.2163	;15598.6
62	;1.72337	;0.770274	;78.7632	;67.2163	;15598.6
63	;1.72337	;0.770274	;78.7632	;67.2163	;15598.6
64	;1.72337	;0.770274	;78.7632	;67.2163	;15598.6
65	;1.72337	;0.770274	;78.7632	;67.2163	;15598.6
66	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
67	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
68	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
69	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
70	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
71	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
72	;1.71501	;0.769184	;78.7639	;67.6487	;15596.4
73	;1.68403	;0.769247	;78.9104	;67.7864	;15528.1
74	;1.68403	;0.769247	;78.9104	;67.7864	;15528.1
75	;1.68403	;0.769247	;78.9104	;67.7864	;15528.1
76	;1.53626	;0.754872	;79.0899	;67.9999	;14815.2
77	;1.53626	;0.754872	;79.0899	;67.9999	;14815.2
78	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
79	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
80	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
81	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
82	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
83	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
84	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
85	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
86	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
87	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
88	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
89	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
90	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
91	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
92	;1.52881	;0.753817	;78.882	;67.9741	;14711.6
93	;1.57229	;0.786897	;76.2495	;67.9589	;14572.5
94	;1.57229	;0.786897	;76.2495	;67.9589	;14572.5
95	;1.61812	;0.75818	;76.8064	;67.5377	;14507.2
96	;1.61812	;0.75818	;76.8064	;67.5377	;14507.2
97	;1.61812	;0.75818	;76.8064	;67.5377	;14507.2
98	;1.61812	;0.75818	;76.8064	;67.5377	;14507.2
99	;1.61812	;0.75818	;76.8064	;67.5377	;14507.2
100	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
101	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
102	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
103	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
104	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
105	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
106	;1.59062	;0.73536	;76.7983	;67.9314	;14149.7
107	;1.59509	;0.728294	;76.8681	;67.9311	;14097.8
108	;1.59509	;0.728294	;76.8681	;67.9311	;14097.8
109	;1.59509	;0.728294	;76.8681	;67.9311	;14097.8
110	;1.59509	;0.728294	;76.8681	;67.9311	;14097.8
111	;1.51318	;0.708279	;74.7632	;67.9155	;12989.8
112	;1.51318	;0.708279	;74.7632	;67.9155	;12989.8
113	;1.51318	;0.708279	;74.7632	;67.9155	;12989.8
114	;1.51318	;0.708279	;74.7632	;67.9155	;12989.8
115	;1.61999	;0.944103	;75.4249	;11.7536	;10749.4
116	;1.61999	;0.944103	;75.4249	;11.7536	;10749.4
117	;1.563	;0.712097	;75.2605	;11.802	;8245.91
118	;1.563	;0.712097	;75.2605	;11.802	;8245.91
119	;1.563	;0.712097	;75.2605	;11.802	;8245.91
120	;1.563	;0.712097	;75.2605	;11.802	;8245.91
121	;1.45656	;0.744901	;73.3835	;11.7071	;8119.02
122	;1.45656	;0.744901	;73.3835	;11.7071	;8119.02
123	;1.45656	;0.744901	;73.3835	;11.7071	;8119.02
124	;1.43036	;0.744485	;73.3668	;11.6992	;8094
125	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
126	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
127	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
128	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
129	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
130	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
131	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
132	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
133	;1.81946	;0.716957	;73.4821	;10.909	;8016.93
134	;1.85328	;0.71478	;73.1656	;10.7053	;7932.06
135	;1.85328	;0.71478	;73.1656	;10.7053	;7932.06
136	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
137	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
138	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
139	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
140	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
141	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
142	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
143	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
144	;1.83039	;0.712781	;72.9549	;10.6381	;7849.84
145	;1.94716	;0.70973	;71.7786	;11.7952	;7787.4
146	;1.94716	;0.70973	;71.7786	;11.7952	;7787.4
147	;1.94716	;0.70973	;71.7786	;11.7952	;7787.4
148	;1.94716	;0.70973	;71.7786	;11.7952	;7787.4
149	;1.67194	;0.683973	;70.6976	;11.3067	;7115.44
150	;1.66975	;0.667516	;68.7155	;12.0654	;6679.16

1	;4.56157	;1.73362	;90.7097	;40.9304	;41042.1
2	;4.56157	;1.73362	;90.7097	;40.9304	;41042.1
3	;4.56157	;1.73362	;90.7097	;40.9304	;41042.1
4	;6.27236	;1.25883	;98.2044	;12.4711	;28313.3
5	;4.75269	;1.65481	;63.7188	;29.5901	;21247.5
6	;4.75269	;1.65481	;63.7188	;29.5901	;21247.5
7	;4.75269	;1.65481	;63.7188	;29.5901	;21247.5
8	;4.75269	;1.65481	;63.7188	;29.5901	;21247.5
9	;3.40809	;1.63858	;65.5791	;29.9254	;19387.5
10	;3.00347	;1.2551	;66.5513	;30.2758	;15461.8
11	;2.55918	;0.866721	;66.2604	;30.1671	;11025.2
12	;2.55918	;0.866721	;66.2604	;30.1671	;11025.2
13	;1.47173	;1.07912	;64.2974	;30.4751	;10640.5
14	;1.23073	;0.864719	;63.3702	;29.4524	;8182.35
15	;1.23073	;0.864719	;63.3702	;29.4524	;8182.35
16	;1.23073	;0.864719	;63.3702	;29.4524	;8182.35
17	;1.23073	;0.864719	;63.3702	;29.4524	;8182.35
18	;1.23073	;0.864719	;63.3702	;29.4524	;8182.35
19	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
20	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
21	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
22	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
23	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
24	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
25	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
26	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
27	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
28	;1.29975	;0.725942	;63.469	;29.6604	;7191.39
29	;1.55636	;0.656236	;63.7815	;29.5708	;7053.27
30	;1.55636	;0.656236	;63.7815	;29.5708	;7053.27
31	;1.55636	;0.656236	;63.7815	;29.5708	;7053.27
32	;1.55636	;0.656236	;63.7815	;29.5708	;7053.27
33	;1.55636	;0.656236	;63.7815	;29.5708	;7053.27
34	;1.55636	;0.656236	;63.7815	;29.5708	;7053.27
35	;1.66118	;0.653093	;62.9964	;29.0302	;6998.65
36	;1.66118	;0.653093	;62.9964	;29.0302	;6998.65
37	;1.66118	;0.653093	;62.9964	;29.0302	;6998.65
38	;1.25066	;0.692182	;62.3384	;29.2104	;6622.63
39	;1.25066	;0.692182	;62.3384	;29.2104	;6622.63
40	;1.25066	;0.692182	;62.3384	;29.2104	;6622.63
41	;1.25066	;0.692182	;62.3384	;29.2104	;6622.63
42	;1.25066	;0.692182	;62.3384	;29.2104	;6622.63
43	;1.32974	;0.688488	;61.413	;29.4424	;6555.32
44	;1.32974	;0.688488	;61.413	;29.4424	;6555.32
45	;1.32974	;0.688488	;61.413	;29.4424	;6555.32
46	;1.23281	;0.645358	;61.9619	;28.264	;6118.93
47	;1.23281	;0.645358	;61.9619	;28.264	;6118.93
48	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
49	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
50	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
51	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
52	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
53	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
54	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
55	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
56	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
57	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
58	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
59	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
60	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
61	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
62	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
63	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
64	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
65	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
66	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
67	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
68	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
69	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
70	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
71	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
72	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
73	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
74	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
75	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
76	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
77	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
78	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
79	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
80	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
81	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
82	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
83	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
84	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
85	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
86	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
87	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
88	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
89	;1.21174	;0.641794	;62.054	;28.4455	;6090.27
90	;1.29546	;0.622014	;62.1698	;28.3776	;6065.89
91	;1.29546	;0.622014	;62.1698	;28.3776	;6065.89
92	;1.29546	;0.622014	;62.1698	;28.3776	;6065.89
93	;1.29546	;0.622014	;62.1698	;28.3776	;6065.89
94	;1.29546	;0.622014	;62.1698	;28.3776	;6065.89
95	;1.30609	;0.620005	;61.8503	;28.4052	;6015.53
96	;1.30609	;0.620005	;61.8503	;28.4052	;6015.53
97	;1.30609	;0.620005	;61.8503	;28.4052	;6015.53
98	;1.30609	;0.620005	;61.8503	;28.4052	;6015.53
99	;1.30609	;0.620005	;61.8503	;28.4052	;6015.53
100	;1.30609	;0.620005	;61.8503	;28.4052	;6015.53
101	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
102	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
103	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
104	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
105	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
106	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
107	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
108	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
109	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
110	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
111	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
112	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
113	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
114	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
115	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
116	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
117	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
118	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
119	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
120	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
121	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
122	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
123	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
