1	;0.064414	;0.491769	;11.9774	;0.0285199
105	;0.0509085	;0.356556	;10.7051	;0.0117405
106	;0.0509085	;0.356556	;10.7051	;0.0117405
107	;0.0509085	;0.356556	;10.7051	;0.0117405
108	;0.0509085	;0.356556	;10.7051	;0.0117405
109	;0.0509085	;0.356556	;10.7051	;0.0117405
110	;0.0509085	;0.356556	;10.7051	;0.0117405
111	;0.0509085	;0.356556	;10.7051	;0.0117405
112	;0.0509085	;0.356556	;10.7051	;0.0117405
113	;0.0509085	;0.356556	;10.7051	;0.0117405
114	;0.0509085	;0.356556	;10.7051	;0.0117405
115	;0.0502278	;0.34267	;11.5487	;0.0117129
116	;0.0502278	;0.34267	;11.5487	;0.0117129
117	;0.0502278	;0.34267	;11.5487	;0.0117129
118	;0.0502278	;0.34267	;11.5487	;0.0117129
119	;0.0502278	;0.34267	;11.5487	;0.0117129
120	;0.0502278	;0.34267	;11.5487	;0.0117129
121	;0.0502278	;0.34267	;11.5487	;0.0117129
122	;0.0502278	;0.34267	;11.5487	;0.0117129
123	;0.0502278	;0.34267	;11.5487	;0.0117129
124	;0.0502278	;0.34267	;11.5487	;0.0117129
125	;0.0502278	;0.34267	;11.5487	;0.0117129
126	;0.0502278	;0.34267	;11.5487	;0.0117129
127	;0.0502278	;0.34267	;11.5487	;0.0117129
128	;0.0502278	;0.34267	;11.5487	;0.0117129
129	;0.0502278	;0.34267	;11.5487	;0.0117129
130	;0.0502278	;0.34267	;11.5487	;0.0117129
131	;0.0502278	;0.34267	;11.5487	;0.0117129
132	;0.0502278	;0.34267	;11.5487	;0.0117129
133	;0.0502278	;0.34267	;11.5487	;0.0117129
134	;0.0502278	;0.34267	;11.5487	;0.0117129
135	;0.0502278	;0.34267	;11.5487	;0.0117129
136	;0.0502278	;0.34267	;11.5487	;0.0117129
137	;0.0502278	;0.34267	;11.5487	;0.0117129
138	;0.0502278	;0.34267	;11.5487	;0.0117129
139	;0.0502278	;0.34267	;11.5487	;0.0117129
140	;0.0502278	;0.34267	;11.5487	;0.0117129
141	;0.0502278	;0.34267	;11.5487	;0.0117129
142	;0.0502278	;0.34267	;11.5487	;0.0117129
143	;0.0502278	;0.34267	;11.5487	;0.0117129
144	;0.0502278	;0.34267	;11.5487	;0.0117129
145	;0.0502278	;0.34267	;11.5487	;0.0117129
146	;0.0502278	;0.34267	;11.5487	;0.0117129
147	;0.0502278	;0.34267	;11.5487	;0.0117129
148	;0.0502278	;0.34267	;11.5487	;0.0117129
149	;0.0502278	;0.34267	;11.5487	;0.0117129
150	;0.0502278	;0.34267	;11.5487	;0.0117129

1	;0.0535908	;0.416439	;11.8033	;0.0165087
2	;0.0525198	;0.393044	;11.4152	;0.014544
3	;0.0525198	;0.393044	;11.4152	;0.014544
4	;0.0525198	;0.393044	;11.4152	;0.014544
5	;0.0525198	;0.393044	;11.4152	;0.014544
6	;0.053317	;0.382708	;10.4727	;0.0135693
7	;0.053317	;0.382708	;10.4727	;0.0135693
8	;0.0532114	;0.381554	;10.4316	;0.0134305
9	;0.0530185	;0.382962	;10.4353	;0.0133865
10	;0.0530585	;0.382697	;10.4191	;0.0133799
11	;0.0530629	;0.382719	;10.4128	;0.0133762
12	;0.051713	;0.381077	;10.0999	;0.0123309
13	;0.051713	;0.381077	;10.0999	;0.0123309
14	;0.051713	;0.381077	;10.0999	;0.0123309
15	;0.051713	;0.381077	;10.0999	;0.0123309
16	;0.051713	;0.381077	;10.0999	;0.0123309
17	;0.051713	;0.381077	;10.0999	;0.0123309
18	;0.051713	;0.381077	;10.0999	;0.0123309
19	;0.0515199	;0.380814	;10.1231	;0.0122539
20	;0.0515199	;0.380814	;10.1231	;0.0122539
21	;0.0515199	;0.380814	;10.1231	;0.0122539
22	;0.0504033	;0.358045	;10.3569	;0.0112399
23	;0.0504033	;0.358045	;10.3569	;0.0112399
24	;0.0504033	;0.358045	;10.3569	;0.0112399
25	;0.0504033	;0.358045	;10.3569	;0.0112399
26	;0.0504033	;0.358045	;10.3569	;0.0112399
27	;0.0504033	;0.358045	;10.3569	;0.0112399
28	;0.0504033	;0.358045	;10.3569	;0.0112399
29	;0.0504033	;0.358045	;10.3569	;0.0112399
30	;0.0504194	;0.357554	;10.3548	;0.0112299
31	;0.0504194	;0.357554	;10.3548	;0.0112299
32	;0.0504194	;0.357554	;10.3548	;0.0112299
33	;0.0504194	;0.357554	;10.3548	;0.0112299
34	;0.0504343	;0.355965	;10.3444	;0.0111771
35	;0.0503675	;0.355449	;10.3354	;0.0111232
36	;0.0503675	;0.355449	;10.3354	;0.0111232
37	;0.0503328	;0.355403	;10.336	;0.0111071
38	;0.0503328	;0.355403	;10.336	;0.0111071
39	;0.0503328	;0.355403	;10.336	;0.0111071
40	;0.0503328	;0.355403	;10.336	;0.0111071
41	;0.0503263	;0.355	;10.3238	;0.0110806
42	;0.0503102	;0.354503	;10.3229	;0.0110572
43	;0.0503102	;0.354503	;10.3229	;0.0110572
44	;0.0503102	;0.354503	;10.3229	;0.0110572
45	;0.0503102	;0.354503	;10.3229	;0.0110572
46	;0.0503102	;0.354503	;10.3229	;0.0110572
47	;0.0503102	;0.354503	;10.3229	;0.0110572
48	;0.0503102	;0.354503	;10.3229	;0.0110572
49	;0.0502965	;0.354732	;10.3192	;0.011055
50	;0.0502677	;0.354518	;10.3169	;0.0110336
51	;0.0502677	;0.354518	;10.3169	;0.0110336
52	;0.0502677	;0.354518	;10.3169	;0.0110336
53	;0.0502677	;0.354518	;10.3169	;0.0110336
54	;0.0502726	;0.354346	;10.3093	;0.0110236
55	;0.0502726	;0.354346	;10.3093	;0.0110236
56	;0.0502726	;0.354346	;10.3093	;0.0110236
57	;0.0502726	;0.354346	;10.3093	;0.0110236
58	;0.0502726	;0.354346	;10.3093	;0.0110236
59	;0.0502726	;0.354346	;10.3093	;0.0110236
60	;0.0502726	;0.354346	;10.3093	;0.0110236
61	;0.0502726	;0.354346	;10.3093	;0.0110236
62	;0.0502449	;0.354497	;10.3013	;0.011009
63	;0.0502449	;0.354497	;10.3013	;0.011009
64	;0.0502449	;0.354497	;10.3013	;0.011009
65	;0.0502449	;0.354497	;10.3013	;0.011009
66	;0.0502449	;0.354497	;10.3013	;0.011009
67	;0.0502449	;0.354497	;10.3013	;0.011009
68	;0.0502449	;0.354497	;10.3013	;0.011009
69	;0.0502449	;0.354497	;10.3013	;0.011009
70	;0.0502449	;0.354497	;10.3013	;0.011009
71	;0.0502449	;0.354497	;10.3013	;0.011009
72	;0.0502373	;0.354266	;10.3032	;0.0110002
73	;0.0502373	;0.354266	;10.3032	;0.0110002
74	;0.0502373	;0.354266	;10.3032	;0.0110002
75	;0.0502373	;0.354266	;10.3032	;0.0110002
76	;0.0502373	;0.354266	;10.3032	;0.0110002
77	;0.0502373	;0.354266	;10.3032	;0.0110002
78	;0.0502373	;0.354266	;10.3032	;0.0110002
79	;0.0502373	;0.354266	;10.3032	;0.0110002
80	;0.0502373	;0.354266	;10.3032	;0.0110002
81	;0.0502373	;0.354266	;10.3032	;0.0110002
82	;0.0502373	;0.354266	;10.3032	;0.0110002
83	;0.0502373	;0.354266	;10.3032	;0.0110002
84	;0.0502373	;0.354266	;10.3032	;0.0110002
85	;0.0502373	;0.354266	;10.3032	;0.0110002
86	;0.0502373	;0.354266	;10.3032	;0.0110002
87	;0.0502373	;0.354266	;10.3032	;0.0110002
88	;0.0502373	;0.354266	;10.3032	;0.0110002
89	;0.0502373	;0.354266	;10.3032	;0.0110002
90	;0.0502373	;0.354266	;10.3032	;0.0110002
91	;0.0502373	;0.354266	;10.3032	;0.0110002
92	;0.0502373	;0.354266	;10.3032	;0.0110002
93	;0.0502373	;0.354266	;10.3032	;0.0110002
94	;0.0502373	;0.354266	;10.3032	;0.0110002
95	;0.0502397	;0.354144	;10.3044	;0.0109985
96	;0.0502397	;0.354144	;10.3044	;0.0109985
97	;0.0502397	;0.354144	;10.3044	;0.0109985
98	;0.0502397	;0.354144	;10.3044	;0.0109985
99	;0.0502397	;0.354144	;10.3044	;0.0109985
100	;0.0502405	;0.354199	;10.3017	;0.0109982
101	;0.0502405	;0.354199	;10.3017	;0.0109982
102	;0.0502405	;0.354199	;10.3017	;0.0109982
103	;0.0502405	;0.354199	;10.3017	;0.0109982
104	;0.0502405	;0.354199	;10.3017	;0.0109982
105	;0.0502405	;0.354199	;10.3017	;0.0109982
106	;0.0502405	;0.354199	;10.3017	;0.0109982
107	;0.0502405	;0.354199	;10.3017	;0.0109982
108	;0.0502238	;0.354056	;10.304	;0.0109885
109	;0.0502238	;0.354056	;10.304	;0.0109885
110	;0.0502228	;0.354061	;10.3025	;0.0109868
111	;0.0502228	;0.354061	;10.3025	;0.0109868
112	;0.0502228	;0.354061	;10.3025	;0.0109868
113	;0.0502228	;0.354061	;10.3025	;0.0109868
114	;0.0502228	;0.354061	;10.3025	;0.0109868
115	;0.0502228	;0.354061	;10.3025	;0.0109868
116	;0.0502228	;0.354061	;10.3025	;0.0109868
117	;0.0502228	;0.354061	;10.3025	;0.0109868
118	;0.0502228	;0.354061	;10.3025	;0.0109868
119	;0.0502228	;0.354061	;10.3025	;0.0109868
120	;0.0502228	;0.354061	;10.3025	;0.0109868
121	;0.0502228	;0.354061	;10.3025	;0.0109868
122	;0.0502228	;0.354061	;10.3025	;0.0109868
123	;0.0502228	;0.354061	;10.3025	;0.0109868
124	;0.0502228	;0.354061	;10.3025	;0.0109868
125	;0.0502227	;0.354031	;10.299	;0.0109828
126	;0.0502227	;0.354031	;10.299	;0.0109828
127	;0.0502227	;0.354031	;10.299	;0.0109828
128	;0.0502227	;0.354031	;10.299	;0.0109828
129	;0.0502227	;0.354031	;10.299	;0.0109828
130	;0.0502227	;0.354031	;10.299	;0.0109828
131	;0.0502227	;0.354031	;10.299	;0.0109828
132	;0.0502227	;0.354031	;10.299	;0.0109828
133	;0.0502227	;0.354031	;10.299	;0.0109828
134	;0.0502227	;0.354031	;10.299	;0.0109828
135	;0.0502227	;0.354031	;10.299	;0.0109828
136	;0.0502227	;0.354031	;10.299	;0.0109828
137	;0.0502227	;0.354031	;10.299	;0.0109828
138	;0.0502227	;0.354031	;10.299	;0.0109828
139	;0.0502227	;0.354031	;10.299	;0.0109828
140	;0.0502227	;0.354031	;10.299	;0.0109828
141	;0.0502227	;0.354031	;10.299	;0.0109828
142	;0.0502227	;0.354031	;10.299	;0.0109828
143	;0.0502227	;0.354031	;10.299	;0.0109828
144	;0.0502227	;0.354031	;10.299	;0.0109828
145	;0.0502227	;0.354031	;10.299	;0.0109828
146	;0.0502227	;0.354031	;10.299	;0.0109828
147	;0.0502227	;0.354031	;10.299	;0.0109828
148	;0.0502227	;0.354031	;10.299	;0.0109828
149	;0.0502227	;0.354031	;10.299	;0.0109828
150	;0.0502227	;0.354031	;10.299	;0.0109828

1	;0.0583448	;0.458909	;10.6979	;0.0198364
2	;0.0570517	;0.439944	;11.3414	;0.0191045
3	;0.0530241	;0.387951	;11.6886	;0.0149308
4	;0.0523251	;0.377645	;10.7747	;0.0132085
5	;0.0523251	;0.377645	;10.7747	;0.0132085
6	;0.0523251	;0.377645	;10.7747	;0.0132085
7	;0.0509685	;0.368851	;10.5038	;0.0119811
8	;0.0509685	;0.368851	;10.5038	;0.0119811
9	;0.0509685	;0.368851	;10.5038	;0.0119811
10	;0.0509685	;0.368851	;10.5038	;0.0119811
11	;0.0509685	;0.368851	;10.5038	;0.0119811
12	;0.0509685	;0.368851	;10.5038	;0.0119811
13	;0.0509685	;0.368851	;10.5038	;0.0119811
14	;0.0509685	;0.368851	;10.5038	;0.0119811
15	;0.0509685	;0.368851	;10.5038	;0.0119811
16	;0.0510898	;0.361876	;10.4462	;0.0117561
17	;0.0510898	;0.361876	;10.4462	;0.0117561
18	;0.0510898	;0.361876	;10.4462	;0.0117561
19	;0.0510898	;0.361876	;10.4462	;0.0117561
20	;0.0510898	;0.361876	;10.4462	;0.0117561
21	;0.0510898	;0.361876	;10.4462	;0.0117561
22	;0.0510898	;0.361876	;10.4462	;0.0117561
23	;0.0510898	;0.361876	;10.4462	;0.0117561
24	;0.0510898	;0.361876	;10.4462	;0.0117561
25	;0.0510898	;0.361876	;10.4462	;0.0117561
26	;0.0510898	;0.361876	;10.4462	;0.0117561
27	;0.0510898	;0.361876	;10.4462	;0.0117561
28	;0.0510898	;0.361876	;10.4462	;0.0117561
29	;0.0510898	;0.361876	;10.4462	;0.0117561
30	;0.0510898	;0.361876	;10.4462	;0.0117561
31	;0.0510898	;0.361876	;10.4462	;0.0117561
32	;0.0510898	;0.361876	;10.4462	;0.0117561
33	;0.0510898	;0.361876	;10.4462	;0.0117561
34	;0.0510898	;0.361876	;10.4462	;0.0117561
35	;0.0510898	;0.361876	;10.4462	;0.0117561
36	;0.0510898	;0.361876	;10.4462	;0.0117561
37	;0.0510898	;0.361876	;10.4462	;0.0117561
38	;0.0510898	;0.361876	;10.4462	;0.0117561
39	;0.0507851	;0.360181	;10.5653	;0.0116726
40	;0.0507851	;0.360181	;10.5653	;0.0116726
41	;0.0507851	;0.360181	;10.5653	;0.0116726
42	;0.0507851	;0.360181	;10.5653	;0.0116726
43	;0.0507851	;0.360181	;10.5653	;0.0116726
44	;0.0507851	;0.360181	;10.5653	;0.0116726
45	;0.0507851	;0.360181	;10.5653	;0.0116726
46	;0.0507851	;0.360181	;10.5653	;0.0116726
47	;0.0507851	;0.360181	;10.5653	;0.0116726
48	;0.0507851	;0.360181	;10.5653	;0.0116726
49	;0.0508588	;0.363354	;10.2763	;0.011538
50	;0.0508588	;0.363354	;10.2763	;0.011538
51	;0.0508588	;0.363354	;10.2763	;0.011538
52	;0.0508588	;0.363354	;10.2763	;0.011538
53	;0.0508588	;0.363354	;10.2763	;0.011538
54	;0.0508588	;0.363354	;10.2763	;0.011538
55	;0.0508588	;0.363354	;10.2763	;0.011538
56	;0.0508588	;0.363354	;10.2763	;0.011538
57	;0.0508588	;0.363354	;10.2763	;0.011538
58	;0.0508588	;0.363354	;10.2763	;0.011538
59	;0.0508588	;0.363354	;10.2763	;0.011538
60	;0.0508588	;0.363354	;10.2763	;0.011538
61	;0.0508588	;0.363354	;10.2763	;0.011538
62	;0.0508588	;0.363354	;10.2763	;0.011538
63	;0.0508588	;0.363354	;10.2763	;0.011538
64	;0.0508588	;0.363354	;10.2763	;0.011538
65	;0.0508588	;0.363354	;10.2763	;0.011538
66	;0.0508588	;0.363354	;10.2763	;0.011538
67	;0.0508588	;0.363354	;10.2763	;0.011538
68	;0.0508588	;0.363354	;10.2763	;0.011538
69	;0.0508588	;0.363354	;10.2763	;0.011538
70	;0.0508588	;0.363354	;10.2763	;0.011538
71	;0.0508588	;0.363354	;10.2763	;0.011538
72	;0.0508588	;0.363354	;10.2763	;0.011538
73	;0.0508588	;0.363354	;10.2763	;0.011538
74	;0.0508588	;0.363354	;10.2763	;0.011538
75	;0.0505236	;0.360373	;10.3605	;0.0113704
76	;0.0505236	;0.360373	;10.3605	;0.0113704
77	;0.0505236	;0.360373	;10.3605	;0.0113704
78	;0.0505236	;0.360373	;10.3605	;0.0113704
79	;0.0505236	;0.360373	;10.3605	;0.0113704
80	;0.0505236	;0.360373	;10.3605	;0.0113704
81	;0.0505236	;0.360373	;10.3605	;0.0113704
82	;0.0505236	;0.360373	;10.3605	;0.0113704
83	;0.0505236	;0.360373	;10.3605	;0.0113704
84	;0.0505236	;0.360373	;10.3605	;0.0113704
85	;0.0505236	;0.360373	;10.3605	;0.0113704
86	;0.0505236	;0.360373	;10.3605	;0.0113704
87	;0.0505236	;0.360373	;10.3605	;0.0113704
88	;0.0505236	;0.360373	;10.3605	;0.0113704
89	;0.0505236	;0.360373	;10.3605	;0.0113704
90	;0.0505236	;0.360373	;10.3605	;0.0113704
91	;0.0505236	;0.360373	;10.3605	;0.0113704
92	;0.0505236	;0.360373	;10.3605	;0.0113704
93	;0.0505236	;0.360373	;10.3605	;0.0113704
94	;0.0505236	;0.360373	;10.3605	;0.0113704
95	;0.0505236	;0.360373	;10.3605	;0.0113704
96	;0.0505236	;0.360373	;10.3605	;0.0113704
97	;0.0505236	;0.360373	;10.3605	;0.0113704
98	;0.0505236	;0.360373	;10.3605	;0.0113704
99	;0.0505236	;0.360373	;10.3605	;0.0113704
100	;0.0505236	;0.360373	;10.3605	;0.0113704
101	;0.0505236	;0.360373	;10.3605	;0.0113704
102	;0.0505236	;0.360373	;10.3605	;0.0113704
103	;0.0505236	;0.360373	;10.3605	;0.0113704
104	;0.0505236	;0.360373	;10.3605	;0.0113704
105	;0.0505236	;0.360373	;10.3605	;0.0113704
106	;0.0505236	;0.360373	;10.3605	;0.0113704
107	;0.0505236	;0.360373	;10.3605	;0.0113704
108	;0.0505236	;0.360373	;10.3605	;0.0113704
109	;0.0505236	;0.360373	;10.3605	;0.0113704
110	;0.0505236	;0.360373	;10.3605	;0.0113704
111	;0.0505236	;0.360373	;10.3605	;0.0113704
112	;0.0505236	;0.360373	;10.3605	;0.0113704
113	;0.0505236	;0.360373	;10.3605	;0.0113704
114	;0.0505236	;0.360373	;10.3605	;0.0113704
115	;0.0506644	;0.359565	;10.2837	;0.0113374
116	;0.0506644	;0.359565	;10.2837	;0.0113374
117	;0.0506644	;0.359565	;10.2837	;0.0113374
118	;0.0506644	;0.359565	;10.2837	;0.0113374
119	;0.0506644	;0.359565	;10.2837	;0.0113374
120	;0.0506644	;0.359565	;10.2837	;0.0113374
121	;0.0506644	;0.359565	;10.2837	;0.0113374
122	;0.0506644	;0.359565	;10.2837	;0.0113374
123	;0.0506644	;0.359565	;10.2837	;0.0113374
124	;0.0506644	;0.359565	;10.2837	;0.0113374
125	;0.0506644	;0.359565	;10.2837	;0.0113374
126	;0.0506644	;0.359565	;10.2837	;0.0113374
127	;0.0506644	;0.359565	;10.2837	;0.0113374
128	;0.0506644	;0.359565	;10.2837	;0.0113374
129	;0.0506644	;0.359565	;10.2837	;0.0113374
130	;0.0506644	;0.359565	;10.2837	;0.0113374
131	;0.0506644	;0.359565	;10.2837	;0.0113374
132	;0.0506644	;0.359565	;10.2837	;0.0113374
133	;0.0506644	;0.359565	;10.2837	;0.0113374
134	;0.0503661	;0.356721	;10.2677	;0.0111011
135	;0.0503661	;0.356721	;10.2677	;0.0111011
136	;0.0503661	;0.356721	;10.2677	;0.0111011
137	;0.0503661	;0.356721	;10.2677	;0.0111011
138	;0.0503661	;0.356721	;10.2677	;0.0111011
139	;0.0503661	;0.356721	;10.2677	;0.0111011
140	;0.0503661	;0.356721	;10.2677	;0.0111011
141	;0.0503661	;0.356721	;10.2677	;0.0111011
142	;0.0503661	;0.356721	;10.2677	;0.0111011
143	;0.0503661	;0.356721	;10.2677	;0.0111011
144	;0.0503661	;0.356721	;10.2677	;0.0111011
145	;0.0503661	;0.356721	;10.2677	;0.0111011
146	;0.0503661	;0.356721	;10.2677	;0.0111011
147	;0.0503661	;0.356721	;10.2677	;0.0111011
148	;0.0503661	;0.356721	;10.2677	;0.0111011
149	;0.0503661	;0.356721	;10.2677	;0.0111011
150	;0.0503661	;0.356721	;10.2677	;0.0111011

1	;0.0588001	;0.470975	;10.4875	;0.0203343
2	;0.0550776	;0.4551	;11.8071	;0.0190616
3	;0.0568234	;0.443672	;10.7832	;0.0183128
4	;0.0568234	;0.443672	;10.7832	;0.0183128
5	;0.055303	;0.421711	;10.0454	;0.0155357
6	;0.055303	;0.421711	;10.0454	;0.0155357
7	;0.0544195	;0.401544	;11.0395	;0.0155061
8	;0.0542068	;0.404898	;10.9793	;0.0154421
9	;0.0524362	;0.387694	;10.5641	;0.0133931
10	;0.0524362	;0.387694	;10.5641	;0.0133931
11	;0.0524362	;0.387694	;10.5641	;0.0133931
12	;0.0513546	;0.36005	;10.9134	;0.012262
13	;0.0513546	;0.36005	;10.9134	;0.012262
14	;0.0513546	;0.36005	;10.9134	;0.012262
15	;0.0513546	;0.36005	;10.9134	;0.012262
16	;0.0513546	;0.36005	;10.9134	;0.012262
17	;0.0513546	;0.36005	;10.9134	;0.012262
18	;0.0513546	;0.36005	;10.9134	;0.012262
19	;0.0513546	;0.36005	;10.9134	;0.012262
20	;0.0513546	;0.36005	;10.9134	;0.012262
21	;0.0513546	;0.36005	;10.9134	;0.012262
22	;0.0513546	;0.36005	;10.9134	;0.012262
23	;0.0513546	;0.36005	;10.9134	;0.012262
24	;0.0513546	;0.36005	;10.9134	;0.012262
25	;0.0513546	;0.36005	;10.9134	;0.012262
26	;0.0513546	;0.36005	;10.9134	;0.012262
27	;0.0513546	;0.36005	;10.9134	;0.012262
28	;0.0513546	;0.36005	;10.9134	;0.012262
29	;0.0513546	;0.36005	;10.9134	;0.012262
30	;0.0513546	;0.36005	;10.9134	;0.012262
31	;0.0513546	;0.36005	;10.9134	;0.012262
32	;0.0513546	;0.36005	;10.9134	;0.012262
33	;0.050828	;0.356343	;10.6155	;0.0116139
34	;0.050828	;0.356343	;10.6155	;0.0116139
35	;0.050828	;0.356343	;10.6155	;0.0116139
36	;0.050828	;0.356343	;10.6155	;0.0116139
37	;0.050828	;0.356343	;10.6155	;0.0116139
38	;0.050828	;0.356343	;10.6155	;0.0116139
39	;0.050828	;0.356343	;10.6155	;0.0116139
40	;0.050828	;0.356343	;10.6155	;0.0116139
41	;0.050828	;0.356343	;10.6155	;0.0116139
42	;0.050828	;0.356343	;10.6155	;0.0116139
43	;0.050828	;0.356343	;10.6155	;0.0116139
44	;0.050828	;0.356343	;10.6155	;0.0116139
45	;0.050828	;0.356343	;10.6155	;0.0116139
46	;0.050828	;0.356343	;10.6155	;0.0116139
47	;0.050828	;0.356343	;10.6155	;0.0116139
48	;0.050828	;0.356343	;10.6155	;0.0116139
49	;0.050828	;0.356343	;10.6155	;0.0116139
50	;0.050828	;0.356343	;10.6155	;0.0116139
51	;0.0506785	;0.355597	;10.6012	;0.0115085
52	;0.0506785	;0.355597	;10.6012	;0.0115085
53	;0.0506785	;0.355597	;10.6012	;0.0115085
54	;0.0506785	;0.355597	;10.6012	;0.0115085
55	;0.0506785	;0.355597	;10.6012	;0.0115085
56	;0.0506785	;0.355597	;10.6012	;0.0115085
57	;0.0506785	;0.355597	;10.6012	;0.0115085
58	;0.0506785	;0.355597	;10.6012	;0.0115085
59	;0.0506785	;0.355597	;10.6012	;0.0115085
60	;0.0506785	;0.355597	;10.6012	;0.0115085
61	;0.0506785	;0.355597	;10.6012	;0.0115085
62	;0.0506785	;0.355597	;10.6012	;0.0115085
63	;0.0506785	;0.355597	;10.6012	;0.0115085
64	;0.0506785	;0.355597	;10.6012	;0.0115085
65	;0.0506785	;0.355597	;10.6012	;0.0115085
66	;0.0506785	;0.355597	;10.6012	;0.0115085
67	;0.0506785	;0.355597	;10.6012	;0.0115085
68	;0.0506785	;0.355597	;10.6012	;0.0115085
69	;0.0506785	;0.355597	;10.6012	;0.0115085
70	;0.0506785	;0.355597	;10.6012	;0.0115085
71	;0.0506785	;0.355597	;10.6012	;0.0115085
72	;0.0506785	;0.355597	;10.6012	;0.0115085
73	;0.0506785	;0.355597	;10.6012	;0.0115085
74	;0.0506785	;0.355597	;10.6012	;0.0115085
75	;0.0506785	;0.355597	;10.6012	;0.0115085
76	;0.0506785	;0.355597	;10.6012	;0.0115085
77	;0.0506785	;0.355597	;10.6012	;0.0115085
78	;0.0506785	;0.355597	;10.6012	;0.0115085
79	;0.0506785	;0.355597	;10.6012	;0.0115085
80	;0.0506785	;0.355597	;10.6012	;0.0115085
81	;0.0506785	;0.355597	;10.6012	;0.0115085
82	;0.0506785	;0.355597	;10.6012	;0.0115085
83	;0.0506785	;0.355597	;10.6012	;0.0115085
84	;0.0506785	;0.355597	;10.6012	;0.0115085
85	;0.0506785	;0.355597	;10.6012	;0.0115085
86	;0.0506785	;0.355597	;10.6012	;0.0115085
87	;0.0506785	;0.355597	;10.6012	;0.0115085
88	;0.0506785	;0.355597	;10.6012	;0.0115085
89	;0.0506785	;0.355597	;10.6012	;0.0115085
90	;0.0506785	;0.355597	;10.6012	;0.0115085
91	;0.0506785	;0.355597	;10.6012	;0.0115085
92	;0.0506785	;0.355597	;10.6012	;0.0115085
93	;0.0506785	;0.355597	;10.6012	;0.0115085
94	;0.0506785	;0.355597	;10.6012	;0.0115085
95	;0.0506785	;0.355597	;10.6012	;0.0115085
96	;0.0506785	;0.355597	;10.6012	;0.0115085
97	;0.0506785	;0.355597	;10.6012	;0.0115085
98	;0.0506785	;0.355597	;10.6012	;0.0115085
99	;0.0506785	;0.355597	;10.6012	;0.0115085
100	;0.0506785	;0.355597	;10.6012	;0.0115085
101	;0.0506785	;0.355597	;10.6012	;0.0115085
102	;0.0506785	;0.355597	;10.6012	;0.0115085
103	;0.0506785	;0.355597	;10.6012	;0.0115085
104	;0.0506785	;0.355597	;10.6012	;0.0115085
105	;0.0506785	;0.355597	;10.6012	;0.0115085
106	;0.0506785	;0.355597	;10.6012	;0.0115085
107	;0.0506785	;0.355597	;10.6012	;0.0115085
108	;0.0506785	;0.355597	;10.6012	;0.0115085
109	;0.0506785	;0.355597	;10.6012	;0.0115085
110	;0.0506785	;0.355597	;10.6012	;0.0115085
111	;0.0506785	;0.355597	;10.6012	;0.0115085
112	;0.0506785	;0.355597	;10.6012	;0.0115085
113	;0.0506785	;0.355597	;10.6012	;0.0115085
114	;0.0506785	;0.355597	;10.6012	;0.0115085
115	;0.0506785	;0.355597	;10.6012	;0.0115085
116	;0.0506785	;0.355597	;10.6012	;0.0115085
117	;0.0506785	;0.355597	;10.6012	;0.0115085
118	;0.0506785	;0.355597	;10.6012	;0.0115085
119	;0.0506785	;0.355597	;10.6012	;0.0115085
120	;0.0506785	;0.355597	;10.6012	;0.0115085
121	;0.0506785	;0.355597	;10.6012	;0.0115085
122	;0.0506785	;0.355597	;10.6012	;0.0115085
123	;0.0506785	;0.355597	;10.6012	;0.0115085
124	;0.0506785	;0.355597	;10.6012	;0.0115085
125	;0.0506785	;0.355597	;10.6012	;0.0115085
126	;0.0506785	;0.355597	;10.6012	;0.0115085
127	;0.0506785	;0.355597	;10.6012	;0.0115085
128	;0.0506785	;0.355597	;10.6012	;0.0115085
129	;0.0506785	;0.355597	;10.6012	;0.0115085
130	;0.0506785	;0.355597	;10.6012	;0.0115085
131	;0.0506785	;0.355597	;10.6012	;0.0115085
132	;0.0506785	;0.355597	;10.6012	;0.0115085
133	;0.0506785	;0.355597	;10.6012	;0.0115085
134	;0.0506785	;0.355597	;10.6012	;0.0115085
135	;0.0506785	;0.355597	;10.6012	;0.0115085
136	;0.0506785	;0.355597	;10.6012	;0.0115085
137	;0.0506785	;0.355597	;10.6012	;0.0115085
138	;0.0506785	;0.355597	;10.6012	;0.0115085
139	;0.0506785	;0.355597	;10.6012	;0.0115085
140	;0.0506785	;0.355597	;10.6012	;0.0115085
141	;0.0506785	;0.355597	;10.6012	;0.0115085
142	;0.0506785	;0.355597	;10.6012	;0.0115085
143	;0.0506785	;0.355597	;10.6012	;0.0115085
144	;0.0506785	;0.355597	;10.6012	;0.0115085
145	;0.0506785	;0.355597	;10.6012	;0.0115085
146	;0.0506785	;0.355597	;10.6012	;0.0115085
147	;0.050374	;0.357062	;10.6239	;0.011438
148	;0.050374	;0.357062	;10.6239	;0.011438
149	;0.050374	;0.357062	;10.6239	;0.011438
150	;0.050374	;0.357062	;10.6239	;0.011438

1	;0.0561668	;0.405186	;10.8599	;0.0164381
2	;0.0561668	;0.405186	;10.8599	;0.0164381
3	;0.0561668	;0.405186	;10.8599	;0.0164381
4	;0.0536738	;0.38347	;10.8356	;0.0141799
5	;0.0536738	;0.38347	;10.8356	;0.0141799
6	;0.0528361	;0.385986	;10.8033	;0.0137961
7	;0.0526123	;0.383649	;10.8163	;0.0136104
