1	;0.840113	;1.53149	;4.0505	;1.18433	;4.77859
123	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
124	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
125	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
126	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
127	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
128	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
129	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
130	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
131	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
132	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
133	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
134	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
135	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
136	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
137	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
138	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
139	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
140	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
141	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
142	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
143	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
144	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
145	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
146	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
147	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
148	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
149	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
150	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676

1	;0.342825	;2.1774	;8.36026	;0.644717	;4.47771
2	;0.190493	;5.11112	;8.83964	;0.348918	;3.04071
3	;0.190493	;5.11112	;8.83964	;0.348918	;3.04071
4	;0.136376	;6.61214	;8.4427	;0.256326	;2.28186
5	;0.136376	;6.61214	;8.4427	;0.256326	;2.28186
6	;0.188147	;6.66904	;8.56231	;0.236284	;2.27258
7	;0.188147	;6.66904	;8.56231	;0.236284	;2.27258
8	;0.188147	;6.66904	;8.56231	;0.236284	;2.27258
9	;0.188147	;6.66904	;8.56231	;0.236284	;2.27258
10	;0.178328	;6.60438	;8.63398	;0.237013	;2.26053
11	;0.162168	;6.11402	;8.53498	;0.247915	;2.2252
12	;0.156797	;5.19563	;8.89172	;0.244445	;2.14837
13	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
14	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
15	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
16	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
17	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
18	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
19	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
20	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
21	;0.167948	;4.84093	;8.93682	;0.216543	;1.90498
22	;0.19231	;4.59615	;9.05771	;0.210097	;1.89031
23	;0.190106	;4.74865	;9.40004	;0.199944	;1.88487
24	;0.172545	;4.51402	;9.66977	;0.1924	;1.8056
25	;0.173064	;4.557	;9.47188	;0.191741	;1.7722
26	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
27	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
28	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
29	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
30	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
31	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
32	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
33	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
34	;0.164701	;4.64643	;9.64833	;0.18859	;1.77154
35	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
36	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
37	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
38	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
39	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
40	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
41	;0.165982	;4.42396	;9.85479	;0.176741	;1.67848
42	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
43	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
44	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
45	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
46	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
47	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
48	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
49	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
50	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
51	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
52	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
53	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
54	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
55	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
56	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
57	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
58	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
59	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
60	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
61	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
62	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
63	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
64	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
65	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
66	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
67	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
68	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
69	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
70	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
71	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
72	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
73	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
74	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
75	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
76	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
77	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
78	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
79	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
80	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
81	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
82	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
83	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
84	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
85	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
86	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
87	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
88	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
89	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
90	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
91	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
92	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
93	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
94	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
95	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
96	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
97	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
98	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
99	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
100	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
101	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
102	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
103	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
104	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
105	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
106	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
107	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
108	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
109	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
110	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
111	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
112	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
113	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
114	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
115	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
116	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
117	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
118	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
119	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
120	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
121	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
122	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
123	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
124	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
125	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
126	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
127	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
128	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
129	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
130	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
131	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
132	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
133	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
134	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
135	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
136	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
137	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
138	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
139	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
140	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
141	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
142	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
143	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
144	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
145	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
146	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
147	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
148	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
149	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245
150	;0.173025	;4.29475	;9.81841	;0.17478	;1.65245

1	;0.450208	;2.21914	;5.82517	;0.549792	;2.99591
2	;0.450208	;2.21914	;5.82517	;0.549792	;2.99591
3	;0.450208	;2.21914	;5.82517	;0.549792	;2.99591
4	;0.450208	;2.21914	;5.82517	;0.549792	;2.99591
5	;0.401939	;2.19486	;6.66081	;0.428158	;2.61372
6	;0.401939	;2.19486	;6.66081	;0.428158	;2.61372
7	;0.401939	;2.19486	;6.66081	;0.428158	;2.61372
8	;0.401939	;2.19486	;6.66081	;0.428158	;2.61372
9	;0.4039	;2.22812	;6.52117	;0.413949	;2.50909
10	;0.4039	;2.22812	;6.52117	;0.413949	;2.50909
11	;0.4039	;2.22812	;6.52117	;0.413949	;2.50909
12	;0.398132	;2.27748	;6.42881	;0.413281	;2.47945
13	;0.397535	;2.26365	;6.44649	;0.410148	;2.46399
14	;0.397535	;2.26365	;6.44649	;0.410148	;2.46399
15	;0.397535	;2.26365	;6.44649	;0.410148	;2.46399
16	;0.397535	;2.26365	;6.44649	;0.410148	;2.46399
17	;0.381411	;2.27396	;6.74135	;0.395607	;2.45348
18	;0.381411	;2.27396	;6.74135	;0.395607	;2.45348
19	;0.381411	;2.27396	;6.74135	;0.395607	;2.45348
20	;0.381193	;2.23093	;6.9138	;0.383502	;2.42856
21	;0.336974	;2.69186	;7.10642	;0.364678	;2.4188
22	;0.31005	;2.80234	;7.13264	;0.344869	;2.28603
23	;0.313975	;2.74275	;7.24075	;0.33669	;2.2624
24	;0.277252	;3.19277	;7.9047	;0.285404	;2.13718
25	;0.245813	;3.35328	;7.9501	;0.288164	;2.13646
26	;0.252545	;3.35868	;7.87247	;0.284997	;2.11036
27	;0.249813	;3.41544	;8.01161	;0.267084	;2.02829
28	;0.249813	;3.41544	;8.01161	;0.267084	;2.02829
29	;0.248979	;3.20658	;8.10144	;0.261474	;1.97315
30	;0.23817	;3.20501	;8.5982	;0.240076	;1.90946
31	;0.23817	;3.20501	;8.5982	;0.240076	;1.90946
32	;0.23817	;3.20501	;8.5982	;0.240076	;1.90946
33	;0.247146	;3.22	;8.24438	;0.247406	;1.90708
34	;0.247146	;3.22	;8.24438	;0.247406	;1.90708
35	;0.247146	;3.22	;8.24438	;0.247406	;1.90708
36	;0.236776	;3.25718	;8.34918	;0.242213	;1.88071
37	;0.236776	;3.25718	;8.34918	;0.242213	;1.88071
38	;0.236776	;3.25718	;8.34918	;0.242213	;1.88071
39	;0.236776	;3.25718	;8.34918	;0.242213	;1.88071
40	;0.236776	;3.25718	;8.34918	;0.242213	;1.88071
41	;0.236776	;3.25718	;8.34918	;0.242213	;1.88071
42	;0.236259	;3.25822	;8.42264	;0.238514	;1.8689
43	;0.215143	;3.42975	;9.02274	;0.221911	;1.85435
44	;0.216037	;3.42076	;9.02179	;0.217415	;1.8203
45	;0.216037	;3.42076	;9.02179	;0.217415	;1.8203
46	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
47	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
48	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
49	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
50	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
51	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
52	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
53	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
54	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
55	;0.210813	;3.43947	;9.06866	;0.213179	;1.79088
56	;0.209694	;3.43517	;9.13292	;0.211881	;1.79003
57	;0.209694	;3.43517	;9.13292	;0.211881	;1.79003
58	;0.209694	;3.43517	;9.13292	;0.211881	;1.79003
59	;0.209694	;3.43517	;9.13292	;0.211881	;1.79003
60	;0.205192	;3.70221	;9.16275	;0.205788	;1.77806
61	;0.205192	;3.70221	;9.16275	;0.205788	;1.77806
62	;0.19732	;3.79281	;9.03044	;0.20889	;1.77789
63	;0.193043	;3.79983	;9.14458	;0.201732	;1.73619
64	;0.193043	;3.79983	;9.14458	;0.201732	;1.73619
65	;0.192122	;3.79693	;9.27331	;0.197651	;1.72415
66	;0.195495	;3.78665	;9.28043	;0.196073	;1.71697
67	;0.195495	;3.78665	;9.28043	;0.196073	;1.71697
68	;0.195495	;3.78665	;9.28043	;0.196073	;1.71697
69	;0.195591	;3.75767	;9.26609	;0.196309	;1.71283
70	;0.194827	;3.74824	;9.28208	;0.195643	;1.70778
71	;0.194774	;3.75356	;9.28854	;0.195384	;1.7074
72	;0.187327	;3.86167	;9.3636	;0.192931	;1.70209
73	;0.187327	;3.86167	;9.3636	;0.192931	;1.70209
74	;0.187774	;3.79432	;9.58872	;0.188192	;1.69262
75	;0.187774	;3.79432	;9.58872	;0.188192	;1.69262
76	;0.187387	;3.81566	;9.57907	;0.187402	;1.68665
77	;0.187213	;3.81603	;9.4912	;0.187683	;1.67458
78	;0.187078	;3.80989	;9.47823	;0.187328	;1.66864
79	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
80	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
81	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
82	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
83	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
84	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
85	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
86	;0.186971	;3.81369	;9.48385	;0.186994	;1.66713
87	;0.186925	;3.81267	;9.48189	;0.186965	;1.66639
88	;0.186888	;3.81242	;9.48284	;0.186941	;1.66625
89	;0.186888	;3.81242	;9.48284	;0.186941	;1.66625
90	;0.186888	;3.81242	;9.48284	;0.186941	;1.66625
91	;0.186879	;3.81201	;9.48193	;0.186938	;1.66602
92	;0.186879	;3.81201	;9.48193	;0.186938	;1.66602
93	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
94	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
95	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
96	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
97	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
98	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
99	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
100	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
101	;0.186874	;3.81269	;9.48058	;0.186951	;1.66598
102	;0.18687	;3.81251	;9.48077	;0.186947	;1.66595
103	;0.186872	;3.81272	;9.48259	;0.186872	;1.66567
104	;0.186872	;3.81272	;9.48259	;0.186872	;1.66567
105	;0.186872	;3.81272	;9.48259	;0.186872	;1.66567
106	;0.186872	;3.81272	;9.48259	;0.186872	;1.66567
107	;0.186872	;3.81272	;9.48259	;0.186872	;1.66567
108	;0.171462	;4.09225	;9.9121	;0.173351	;1.62853
109	;0.171462	;4.09225	;9.9121	;0.173351	;1.62853
110	;0.171462	;4.09225	;9.9121	;0.173351	;1.62853
111	;0.172243	;4.07799	;9.8826	;0.173604	;1.62581
112	;0.172911	;4.09937	;9.86204	;0.172963	;1.62071
113	;0.172911	;4.09937	;9.86204	;0.172963	;1.62071
114	;0.172431	;4.10787	;9.85806	;0.172965	;1.62036
115	;0.172431	;4.10787	;9.85806	;0.172965	;1.62036
116	;0.171508	;4.08113	;9.87542	;0.172556	;1.61495
117	;0.171508	;4.08113	;9.87542	;0.172556	;1.61495
118	;0.171558	;4.08174	;9.88615	;0.171976	;1.61172
119	;0.171558	;4.08174	;9.88615	;0.171976	;1.61172
120	;0.171576	;4.08205	;9.88888	;0.17182	;1.61085
121	;0.171576	;4.08205	;9.88888	;0.17182	;1.61085
122	;0.171445	;4.07913	;9.89	;0.17182	;1.61048
123	;0.171326	;4.08132	;9.8899	;0.171781	;1.6102
124	;0.171326	;4.08132	;9.8899	;0.171781	;1.6102
125	;0.171326	;4.08132	;9.8899	;0.171781	;1.6102
126	;0.17133	;4.08052	;9.89197	;0.171718	;1.60988
127	;0.17133	;4.08052	;9.89197	;0.171718	;1.60988
128	;0.17133	;4.08052	;9.89197	;0.171718	;1.60988
129	;0.171291	;4.08041	;9.89226	;0.171688	;1.6096
130	;0.171291	;4.08041	;9.89226	;0.171688	;1.6096
131	;0.171346	;4.08124	;9.89482	;0.171621	;1.60958
132	;0.171307	;4.08095	;9.89535	;0.171598	;1.60937
133	;0.171066	;4.08933	;9.90126	;0.171394	;1.60907
134	;0.171045	;4.08267	;9.90261	;0.171385	;1.60841
135	;0.171045	;4.08267	;9.90261	;0.171385	;1.60841
136	;0.171098	;4.08312	;9.90455	;0.171254	;1.6077
137	;0.170956	;4.08528	;9.91311	;0.171052	;1.60726
138	;0.170902	;4.08535	;9.91543	;0.170907	;1.60628
139	;0.170902	;4.08535	;9.91543	;0.170907	;1.60628
140	;0.170902	;4.08535	;9.91543	;0.170907	;1.60628
141	;0.170902	;4.08535	;9.91543	;0.170907	;1.60628
142	;0.170902	;4.08535	;9.91543	;0.170907	;1.60628
143	;0.170897	;4.08523	;9.91496	;0.170902	;1.60614
144	;0.170897	;4.08523	;9.91496	;0.170902	;1.60614
145	;0.170897	;4.08523	;9.91496	;0.170902	;1.60614
146	;0.170897	;4.08523	;9.91496	;0.170902	;1.60614
147	;0.170864	;4.08516	;9.91462	;0.170908	;1.60609
148	;0.170864	;4.08516	;9.91462	;0.170908	;1.60609
149	;0.170864	;4.08516	;9.91462	;0.170908	;1.60609
150	;0.170663	;4.0904	;9.92211	;0.170709	;1.60577

1	;0.619761	;3.0834	;4.70489	;0.799101	;4.39837
2	;0.75509	;2.07105	;4.68865	;0.830982	;4.31692
3	;0.316511	;3.25858	;6.40329	;0.546343	;3.26537
4	;0.412402	;3.71213	;6.4753	;0.414965	;2.98715
5	;0.244757	;3.80722	;7.74059	;0.350876	;2.57876
6	;0.244757	;3.80722	;7.74059	;0.350876	;2.57876
7	;0.220242	;4.00211	;7.50447	;0.351385	;2.49828
8	;0.22013	;4.002	;7.89117	;0.285326	;2.16425
9	;0.216583	;4.08665	;8.0738	;0.260025	;2.03855
10	;0.215686	;4.02738	;8.18424	;0.25429	;2.01197
11	;0.215686	;4.02738	;8.18424	;0.25429	;2.01197
12	;0.215686	;4.02738	;8.18424	;0.25429	;2.01197
13	;0.215686	;4.02738	;8.18424	;0.25429	;2.01197
14	;0.216243	;3.97952	;8.2059	;0.252764	;1.9997
15	;0.214467	;3.91282	;8.38067	;0.244964	;1.96803
16	;0.214467	;3.91282	;8.38067	;0.244964	;1.96803
17	;0.20791	;3.90841	;8.39106	;0.244869	;1.95692
18	;0.203834	;3.90179	;8.54184	;0.236348	;1.91783
19	;0.203834	;3.90179	;8.54184	;0.236348	;1.91783
20	;0.212235	;3.88804	;8.92543	;0.219656	;1.88068
21	;0.204194	;4.04658	;8.96522	;0.210892	;1.82793
22	;0.204194	;4.04658	;8.96522	;0.210892	;1.82793
23	;0.204194	;4.04658	;8.96522	;0.210892	;1.82793
24	;0.202152	;3.98751	;8.99272	;0.209371	;1.80936
25	;0.200114	;3.92794	;8.99254	;0.208923	;1.79422
26	;0.195802	;3.96325	;9.06783	;0.20705	;1.79041
27	;0.200337	;3.95437	;9.23518	;0.20121	;1.78042
28	;0.200337	;3.95437	;9.23518	;0.20121	;1.78042
29	;0.197627	;3.58333	;9.44063	;0.203401	;1.779
30	;0.197627	;3.58333	;9.44063	;0.203401	;1.779
31	;0.196742	;3.68548	;9.47643	;0.199257	;1.7642
32	;0.196742	;3.68548	;9.47643	;0.199257	;1.7642
33	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
34	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
35	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
36	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
37	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
38	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
39	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
40	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
41	;0.197052	;3.62473	;9.47659	;0.197184	;1.73995
42	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
43	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
44	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
45	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
46	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
47	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
48	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
49	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
50	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
51	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
52	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
53	;0.196399	;3.62587	;9.48316	;0.196492	;1.7346
54	;0.19511	;3.62743	;9.47965	;0.196642	;1.73341
55	;0.195715	;3.61798	;9.49118	;0.195806	;1.7283
56	;0.195715	;3.61798	;9.49118	;0.195806	;1.7283
57	;0.1847	;3.88043	;9.50808	;0.192672	;1.72213
58	;0.1847	;3.88043	;9.50808	;0.192672	;1.72213
59	;0.1847	;3.88043	;9.50808	;0.192672	;1.72213
60	;0.1847	;3.88043	;9.50808	;0.192672	;1.72213
61	;0.18094	;4.00229	;9.69311	;0.181957	;1.6723
62	;0.18094	;4.00229	;9.69311	;0.181957	;1.6723
63	;0.180931	;4.00526	;9.67912	;0.181072	;1.66302
64	;0.180479	;4.01204	;9.66528	;0.180651	;1.65742
65	;0.180479	;4.01204	;9.66528	;0.180651	;1.65742
66	;0.180479	;4.01204	;9.66528	;0.180651	;1.65742
67	;0.180479	;4.01204	;9.66528	;0.180651	;1.65742
68	;0.180479	;4.01204	;9.66528	;0.180651	;1.65742
69	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
70	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
71	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
72	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
73	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
74	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
75	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
76	;0.179002	;4.00649	;9.66089	;0.180462	;1.65213
77	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
78	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
79	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
80	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
81	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
82	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
83	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
84	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
85	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
86	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
87	;0.178379	;3.98443	;9.65962	;0.180475	;1.64843
88	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
89	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
90	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
91	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
92	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
93	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
94	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
95	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
96	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
97	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
98	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
99	;0.177816	;3.98287	;9.66723	;0.180165	;1.64596
100	;0.178072	;3.97987	;9.67049	;0.179987	;1.64502
101	;0.178072	;3.97987	;9.67049	;0.179987	;1.64502
102	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
103	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
104	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
105	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
106	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
107	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
108	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
